﻿id,Tweet,Dialect
971,"""منيح سليم عون ساكت هالايام""",Lebanese
972,"""بسمع كل شي بس منيح سمعتهم ضحكنا""",Lebanese
973,"""مش شرط ياما مزوجين قعدوا سوا سنين وبعدين تغيرت طريقه التعامل بس اكيد انا ضد الزواج اذا ما كانوا بيعرفوا بعض واطباع بعض منيح لانو هاي كمان مشكله""",Lebanese
974,"""لا و الله منعرف كتير منيح مين القوات بس منستحي بصراحه نحكي عنكن""",Lebanese
975,"""والله منيح في حاجز برج رحال لنشوف كم علم لبناني علي اتوستراد الجنوب""",Lebanese
976,"""المهم تعرفي عند مين تروحي انا صراحه بلاقي الحلاقين الشباب اشطر من البنات لما قصرت اول مره قصرت بصالون هلا دفعت منيح بس مني ندماه كانوا كتير حلوين وقتا من كم اسبوع رجعت قصرتن وعملت عند وحده بس ما كتير عجبوني ناطره ليطولوا شوي بدي ارجع روح عند""",Lebanese
977,"""منيح ما زاد جبران""",Lebanese
978,"""الا عظم لح يجي من عنا ترابو كونو حاضرين منيح""",Lebanese
979,"""هلق منعرفك منيح ما بتحب الاسد بس كان فيك تنزل صوره تعبر اكثر عن القوه و المتانه و الصلابه و حضرتك ما شاء الله موسوعه علميه و ثقافيه بالصور و كيفيه انتقاء الصوره المناسبه في الوقت المناسب""",Lebanese
980,"""الرءيس كلمتو كلمه بس الصهر يلي كل شوي و التانيه بتزحط اجرو""",Lebanese
981,"""قديش صوته بالمصري بيشبه صوت فريد الاطرش يا ريته كمل بالمصري شوي""",Lebanese
982,"""كنت اظن الريح جابت عطرك يسلم علي كنت اظن الشوق جابك تجلس بجنبي شوي""",Lebanese
983,"""انا هلاء بس هلاء عرفت نايب الشجره ليش صار قوات هلاء كمشتو بالجرم المشهود عينو لبرا العكروت ولي زياد حواط ما بتستحي علي دمك ما معلمك الغراب ساكن معراب ماشي وراك ولي شيل عينك هدي حالك شوي شو مفكرها للست ستريدا شجره بساحه جبيل""",Lebanese
984,"""ربيع السودان متاخر شوي""",Lebanese
985,"""الواتساب عندي بحسو براد مستعمل مش تطبيق كل شوي خربان""",Lebanese
986,"""يا اوادم شوي و بوصل عل زهراني نرجو المزيد من الضغط عل فاشل""",Lebanese
987,"""انك مريضه ازا بدن يحضروا هيفاء اكيد كرمال يتفرجوا علي الاستعراض بس مين هيفاء شو بتعمل بتهز شوي عل مسرح وبتنشز شوي""",Lebanese
988,"""مبلا بالمناسبات والشتويه مش غلط بالصيفيه الحمدلله بدك تبرم محل لتلافي شي شوي مستر ومرتب""",Lebanese
989,"""وموقع التيار كمان نقلها عملت ريتويت من شوي""",Lebanese
990,"""الله لا يسامحك يا عباس شريف كل شوي بفوت بتاكد قلتلك او لا عملتلنا قلق يعدمني ياك""",Lebanese
991,"""اوه ماي غاد كل هو ع شوي راح قول يا اماموعلي""",Lebanese
992,"""يعني انتم يا ملاءكه هذا الوطن خيط بغير هالمسله وبكي شوي بلكي بترتاح علي فكره للتذكير فقط لا غير يللي عملتوا بسعد الحريري بس كان بالسعوديه شو اسمه ايه شو اسمه""",Lebanese
993,"""فخامه الرءيس العماد ميشال عون هلاء مصيف بقصر بيت الدين ما عندو وقت للعب الاولاد اجلي وطنيتك شوي تيكون رجع علي بعبدا و علي علمي ما حدا مانعك تطلع تزورو و تشرحلو بهلويناتك و افكارك العظيمه و ما تنسي تاخد معك عدد المنتسبين بعدن لحزب الكتاءب علي علمنا صاروا بالعشرات فخامهالجبل""",Lebanese
994,"""يلا هانت شوي وبيصير الدولار بالفين طول ما الحريري متفاءل وطول ما عم يطمننا سلامه انو الليره بخير وطول ما واعدنا الناءب فضلالله انو يفتح ملفات الفساد اكيد نحنا بخير بالاذن صار ترم ابره المورفين""",Lebanese
995,"""سيد جاد اليوم اول مره بسمع باسمك وقالولي انك امين عام حزب بتمني المره الجايي ما تمزح معنا هيك مزحات وتبقي شوي جاد بكلامك والسلام ف ع""",Lebanese
996,"""ايه جوزي شوي مختلف""",Lebanese
997,"""كل شوي بيطلعلي افاتار جديد واسم جديد مش عارفه انا عامله فولو لمين بقي""",Lebanese
998,"""كان بعدني بالسيره من شوي كيف طارت هالصيفيه بسرعه جنونيه""",Lebanese
999,"""في هيدا الكتاب كتير شي قوي مع اني شوي واجهت صعوبه بقراءته بما اني ولان كمان في كتير اشيا علميه واشيا عن تشريح الدماغ بس نصيحه لي عنده وقت ضروري يقراه""",Lebanese
1000,"""لك اي لازم يندعك شوي""",Lebanese
1001,"""صار حزبالله معطل البلد بنظر البعض روقوا روقوا بالدور يا بايب كلو ح يطلعلوا صفه الغدر بس شوي شوي ع الحزب عندو اشيا اهم شاغليتو هلا""",Lebanese
1002,"""شوي مساء النور""",Lebanese
1003,"""قصه نعمه الله عمرا اكتر من سنتين روق علي وضعك الوزير جبران يلي بيحكي بالسر بيحكي بالعلن ربطلي زندك شوي مش لالك هول الخبريات زتن للازغر منك بكنيسه مار مخايل بحضور نواب حزبالله قال اكتر من هيك خففلي حرصك يا حريص يا لذيذ يا سلس""",Lebanese
1004,"""روقي العالم زهقانين اصبري شوي بعدين تدخلي""",Lebanese
1005,"""وقت تصير الخسه بحجم الكوكب واكبر شوي زيحوا من الطريق بلامزح""",Lebanese
1006,"""الله ييعت الخيرب بيروت معيمه شوي""",Lebanese
1007,"""كلماتك تبكي الصخر يا اخي الكريم بارك الله بك و بافضالك علي هذه المعلومات النيره لحظه شوي""",Lebanese
1008,"""رحمه الله تتولاه كان مزاحه تقيل شوي""",Lebanese
1009,"""اعتقد في واحد ساكن بالحي حدنا عندو بعد شوي""",Lebanese
1010,"""ليك زبون العوافي جايي يتفلسف ويعطي رايه وهني كل واحد معارض علي شوي بيذوبوا بالاسيد مهرج بسيرك الخوات""",Lebanese
1011,"""دخلك شو عملتوا انجازات ليسرقوا منكم مثلا جبتو الكهربا او رخصتوا الاتصالات او حليتوا قضيه لزباله ما قبل ما تحكوا فكروا شوي""",Lebanese
1012,"""ولعيها زياده وتفرجي وكل ما تجي تروق شوي عطيها ولعا وضحكي""",Lebanese
1013,"""وبالنهايه بتقدر كل العالم تحاربك بس ما بيقدروا يلغوك لو كنت واقف شوي بعيد وعم تتفرج اللهمعك""",Lebanese
1014,"""كان محروقين شوي صحتين""",Lebanese
1015,"""بتقلا فرجيني فخادك شوي بياخد علي خاطرا و بتزعل و هي عارضتن كل النهار عالعموم عالتويتر""",Lebanese
1016,"""صراحه تعبت انا واحكي وابعت صور عن هالنقطه بالذات من سنين وصرت زامط من كذا حادث هونيك ويجي الرد للتواصل يرجي الاتصال علي الرقم التالي ليش بدي اتصل مادام الدليل والشكوي موثقه هون وبعدو الوضع علي حالو ع شوي رح اتبرع جيب بلوكات باطون لحالي وحطن هونيك""",Lebanese
1017,"""ماخره شوي بس المهم المشاركه يسعد صباحك يا غالي""",Lebanese
1018,"""ازعاج كلمه مش بمحلها فخامتك بتدل ان الشعب مرتاح عالاخر مع رفاهيه وكهربا ومي وطرقات واناره وحقوق و وما ناقصوا شي بس مزعوج شوي من كم شغلهالكلمه بتدل انو حضرتك بكوكب والشعب اللي متلي ب كوكب اخر""",Lebanese
1019,"""ما حدا طلب تضغط علي باسيل هو ما بيحمل ضغط ولكن بلكه بيتعلم شوي صدق وتهذيب وبيصير رجال""",Lebanese
1020,"""هلا هو للصراحه منتمني بس كانه الخبر شوي مبالغ""",Lebanese
1021,"""فعلا حتي انا بعدت شوي لروق المهم رجعتو جعل ما يرجع غيركن""",Lebanese
1022,"""تغريده من شوي بينت فيها فخاد هيك التفاعل واذا كتبت بالسياسه بتجبش همها بطلت صلي""",Lebanese
1023,"""لا اعرف هذه السيده التي اثارت جدلا علي مواقع التواصل الاجتماعي سءالي في مكان اخر هيدي العوينات دارجه عن جديد يعني بيشوفو فيها عادي معليش نحنا مواليد الثمانينات شوي بطيءين بهالامور""",Lebanese
1024,"""اشتريت اي باد لاختي بي و من شوي سمعت شي انكسر بقوضه الاعده نشالله تكون اجرا""",Lebanese
1025,"""بانتظاركم ندردش شوي""",Lebanese
